digit_multiset,class_size,members,distinct_digits,is_repdigit_class,x,y,first_result,first_result_state,distance_after_first_to_6174,member_distance_values_to_6174,member_distance_min_to_6174,member_distance_max_to_6174,all_members_same_distance,member_iterations_to_attractor_min,member_iterations_to_attractor_max,final_attractors
2688,12,2688 2868 2886 6288 6828 6882 8268 8286 8628 8682 8826 8862,3,False,6,2,6174,6174,0,1,1,1,True,1,1,6174
2689,24,2689 2698 2869 2896 2968 2986 6289 6298 6829 6892 6928 6982 8269 8296 8629 8692 8926 8962 9268 9286 9628 9682 9826 9862,4,False,7,2,7173,7173,4,5,5,5,True,5,5,6174
2699,12,2699 2969 2996 6299 6929 6992 9269 9296 9629 9692 9926 9962,3,False,7,3,7263,7263,5,6,6,6,True,6,6,6174
2777,4,2777 7277 7727 7772,2,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
2778,12,2778 2787 2877 7278 7287 7728 7782 7827 7872 8277 8727 8772,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
2779,12,2779 2797 2977 7279 7297 7729 7792 7927 7972 9277 9727 9772,3,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
2788,12,2788 2878 2887 7288 7828 7882 8278 8287 8728 8782 8827 8872,3,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
2789,24,2789 2798 2879 2897 2978 2987 7289 7298 7829 7892 7928 7982 8279 8297 8729 8792 8927 8972 9278 9287 9728 9782 9827 9872,4,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
2799,12,2799 2979 2997 7299 7929 7992 9279 9297 9729 9792 9927 9972,3,False,7,2,7173,7173,4,5,5,5,True,5,5,6174
2888,4,2888 8288 8828 8882,2,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
2889,12,2889 2898 2988 8289 8298 8829 8892 8928 8982 9288 9828 9882,3,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
2899,12,2899 2989 2998 8299 8929 8992 9289 9298 9829 9892 9928 9982,3,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
2999,4,2999 9299 9929 9992,2,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
3333,1,3333,1,True,0,0,0,0000,,,,,True,1,1,0000
3334,4,3334 3343 3433 4333,2,False,1,0,999,0999,4,5,5,5,True,5,5,6174
3335,4,3335 3353 3533 5333,2,False,2,0,1998,1998,3,4,4,4,True,4,4,6174
3336,4,3336 3363 3633 6333,2,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
3337,4,3337 3373 3733 7333,2,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
3338,4,3338 3383 3833 8333,2,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
3339,4,3339 3393 3933 9333,2,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
3344,6,3344 3434 3443 4334 4343 4433,2,False,1,1,1089,1089,3,4,4,4,True,4,4,6174
3345,12,3345 3354 3435 3453 3534 3543 4335 4353 4533 5334 5343 5433,3,False,2,1,2088,2088,2,3,3,3,True,3,3,6174
3346,12,3346 3364 3436 3463 3634 3643 4336 4363 4633 6334 6343 6433,3,False,3,1,3087,3087,2,3,3,3,True,3,3,6174
3347,12,3347 3374 3437 3473 3734 3743 4337 4373 4733 7334 7343 7433,3,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
3348,12,3348 3384 3438 3483 3834 3843 4338 4383 4833 8334 8343 8433,3,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
3349,12,3349 3394 3439 3493 3934 3943 4339 4393 4933 9334 9343 9433,3,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
3355,6,3355 3535 3553 5335 5353 5533,2,False,2,2,2178,2178,5,6,6,6,True,6,6,6174
3356,12,3356 3365 3536 3563 3635 3653 5336 5363 5633 6335 6353 6533,3,False,3,2,3177,3177,4,5,5,5,True,5,5,6174
3357,12,3357 3375 3537 3573 3735 3753 5337 5373 5733 7335 7353 7533,3,False,4,2,4176,4176,1,2,2,2,True,2,2,6174
3358,12,3358 3385 3538 3583 3835 3853 5338 5383 5833 8335 8353 8533,3,False,5,2,5175,5175,6,7,7,7,True,7,7,6174
3359,12,3359 3395 3539 3593 3935 3953 5339 5393 5933 9335 9353 9533,3,False,6,2,6174,6174,0,1,1,1,True,1,1,6174
3366,6,3366 3636 3663 6336 6363 6633,2,False,3,3,3267,3267,5,6,6,6,True,6,6,6174
3367,12,3367 3376 3637 3673 3736 3763 6337 6373 6733 7336 7363 7633,3,False,4,3,4266,4266,2,3,3,3,True,3,3,6174
3368,12,3368 3386 3638 3683 3836 3863 6338 6383 6833 8336 8363 8633,3,False,5,3,5265,5265,4,5,5,5,True,5,5,6174
3369,12,3369 3396 3639 3693 3936 3963 6339 6393 6933 9336 9363 9633,3,False,6,3,6264,6264,2,3,3,3,True,3,3,6174
3377,6,3377 3737 3773 7337 7373 7733,2,False,4,4,4356,4356,3,4,4,4,True,4,4,6174
3378,12,3378 3387 3738 3783 3837 3873 7338 7383 7833 8337 8373 8733,3,False,5,4,5355,5355,4,5,5,5,True,5,5,6174
3379,12,3379 3397 3739 3793 3937 3973 7339 7393 7933 9337 9373 9733,3,False,6,4,6354,6354,3,4,4,4,True,4,4,6174
3388,6,3388 3838 3883 8338 8383 8833,2,False,5,5,5445,5445,4,5,5,5,True,5,5,6174
3389,12,3389 3398 3839 3893 3938 3983 8339 8393 8933 9338 9383 9833,3,False,6,5,6444,6444,4,5,5,5,True,5,5,6174
3399,6,3399 3939 3993 9339 9393 9933,2,False,6,6,6534,6534,3,4,4,4,True,4,4,6174
3444,4,3444 4344 4434 4443,2,False,1,0,999,0999,4,5,5,5,True,5,5,6174
3445,12,3445 3454 3544 4345 4354 4435 4453 4534 4543 5344 5434 5443,3,False,2,0,1998,1998,3,4,4,4,True,4,4,6174
3446,12,3446 3464 3644 4346 4364 4436 4463 4634 4643 6344 6434 6443,3,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
3447,12,3447 3474 3744 4347 4374 4437 4473 4734 4743 7344 7434 7443,3,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
3448,12,3448 3484 3844 4348 4384 4438 4483 4834 4843 8344 8434 8443,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
3449,12,3449 3494 3944 4349 4394 4439 4493 4934 4943 9344 9434 9443,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
3455,12,3455 3545 3554 4355 4535 4553 5345 5354 5435 5453 5534 5543,3,False,2,1,2088,2088,2,3,3,3,True,3,3,6174
3456,24,3456 3465 3546 3564 3645 3654 4356 4365 4536 4563 4635 4653 5346 5364 5436 5463 5634 5643 6345 6354 6435 6453 6534 6543,4,False,3,1,3087,3087,2,3,3,3,True,3,3,6174
3457,24,3457 3475 3547 3574 3745 3754 4357 4375 4537 4573 4735 4753 5347 5374 5437 5473 5734 5743 7345 7354 7435 7453 7534 7543,4,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
3458,24,3458 3485 3548 3584 3845 3854 4358 4385 4538 4583 4835 4853 5348 5384 5438 5483 5834 5843 8345 8354 8435 8453 8534 8543,4,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
3459,24,3459 3495 3549 3594 3945 3954 4359 4395 4539 4593 4935 4953 5349 5394 5439 5493 5934 5943 9345 9354 9435 9453 9534 9543,4,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
3466,12,3466 3646 3664 4366 4636 4663 6346 6364 6436 6463 6634 6643,3,False,3,2,3177,3177,4,5,5,5,True,5,5,6174
3467,24,3467 3476 3647 3674 3746 3764 4367 4376 4637 4673 4736 4763 6347 6374 6437 6473 6734 6743 7346 7364 7436 7463 7634 7643,4,False,4,2,4176,4176,1,2,2,2,True,2,2,6174
3468,24,3468 3486 3648 3684 3846 3864 4368 4386 4638 4683 4836 4863 6348 6384 6438 6483 6834 6843 8346 8364 8436 8463 8634 8643,4,False,5,2,5175,5175,6,7,7,7,True,7,7,6174
3469,24,3469 3496 3649 3694 3946 3964 4369 4396 4639 4693 4936 4963 6349 6394 6439 6493 6934 6943 9346 9364 9436 9463 9634 9643,4,False,6,2,6174,6174,0,1,1,1,True,1,1,6174
3477,12,3477 3747 3774 4377 4737 4773 7347 7374 7437 7473 7734 7743,3,False,4,3,4266,4266,2,3,3,3,True,3,3,6174
3478,24,3478 3487 3748 3784 3847 3874 4378 4387 4738 4783 4837 4873 7348 7384 7438 7483 7834 7843 8347 8374 8437 8473 8734 8743,4,False,5,3,5265,5265,4,5,5,5,True,5,5,6174
3479,24,3479 3497 3749 3794 3947 3974 4379 4397 4739 4793 4937 4973 7349 7394 7439 7493 7934 7943 9347 9374 9437 9473 9734 9743,4,False,6,3,6264,6264,2,3,3,3,True,3,3,6174
3488,12,3488 3848 3884 4388 4838 4883 8348 8384 8438 8483 8834 8843,3,False,5,4,5355,5355,4,5,5,5,True,5,5,6174
3489,24,3489 3498 3849 3894 3948 3984 4389 4398 4839 4893 4938 4983 8349 8394 8439 8493 8934 8943 9348 9384 9438 9483 9834 9843,4,False,6,4,6354,6354,3,4,4,4,True,4,4,6174
3499,12,3499 3949 3994 4399 4939 4993 9349 9394 9439 9493 9934 9943,3,False,6,5,6444,6444,4,5,5,5,True,5,5,6174
3555,4,3555 5355 5535 5553,2,False,2,0,1998,1998,3,4,4,4,True,4,4,6174
3556,12,3556 3565 3655 5356 5365 5536 5563 5635 5653 6355 6535 6553,3,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
3557,12,3557 3575 3755 5357 5375 5537 5573 5735 5753 7355 7535 7553,3,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
3558,12,3558 3585 3855 5358 5385 5538 5583 5835 5853 8355 8535 8553,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
3559,12,3559 3595 3955 5359 5395 5539 5593 5935 5953 9355 9535 9553,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
3566,12,3566 3656 3665 5366 5636 5663 6356 6365 6536 6563 6635 6653,3,False,3,1,3087,3087,2,3,3,3,True,3,3,6174
3567,24,3567 3576 3657 3675 3756 3765 5367 5376 5637 5673 5736 5763 6357 6375 6537 6573 6735 6753 7356 7365 7536 7563 7635 7653,4,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
3568,24,3568 3586 3658 3685 3856 3865 5368 5386 5638 5683 5836 5863 6358 6385 6538 6583 6835 6853 8356 8365 8536 8563 8635 8653,4,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
3569,24,3569 3596 3659 3695 3956 3965 5369 5396 5639 5693 5936 5963 6359 6395 6539 6593 6935 6953 9356 9365 9536 9563 9635 9653,4,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
3577,12,3577 3757 3775 5377 5737 5773 7357 7375 7537 7573 7735 7753,3,False,4,2,4176,4176,1,2,2,2,True,2,2,6174
3578,24,3578 3587 3758 3785 3857 3875 5378 5387 5738 5783 5837 5873 7358 7385 7538 7583 7835 7853 8357 8375 8537 8573 8735 8753,4,False,5,2,5175,5175,6,7,7,7,True,7,7,6174
3579,24,3579 3597 3759 3795 3957 3975 5379 5397 5739 5793 5937 5973 7359 7395 7539 7593 7935 7953 9357 9375 9537 9573 9735 9753,4,False,6,2,6174,6174,0,1,1,1,True,1,1,6174
3588,12,3588 3858 3885 5388 5838 5883 8358 8385 8538 8583 8835 8853,3,False,5,3,5265,5265,4,5,5,5,True,5,5,6174
3589,24,3589 3598 3859 3895 3958 3985 5389 5398 5839 5893 5938 5983 8359 8395 8539 8593 8935 8953 9358 9385 9538 9583 9835 9853,4,False,6,3,6264,6264,2,3,3,3,True,3,3,6174
3599,12,3599 3959 3995 5399 5939 5993 9359 9395 9539 9593 9935 9953,3,False,6,4,6354,6354,3,4,4,4,True,4,4,6174
3666,4,3666 6366 6636 6663,2,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
3667,12,3667 3676 3766 6367 6376 6637 6673 6736 6763 7366 7636 7663,3,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
3668,12,3668 3686 3866 6368 6386 6638 6683 6836 6863 8366 8636 8663,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
3669,12,3669 3696 3966 6369 6396 6639 6693 6936 6963 9366 9636 9663,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
3677,12,3677 3767 3776 6377 6737 6773 7367 7376 7637 7673 7736 7763,3,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
3678,24,3678 3687 3768 3786 3867 3876 6378 6387 6738 6783 6837 6873 7368 7386 7638 7683 7836 7863 8367 8376 8637 8673 8736 8763,4,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
3679,24,3679 3697 3769 3796 3967 3976 6379 6397 6739 6793 6937 6973 7369 7396 7639 7693 7936 7963 9367 9376 9637 9673 9736 9763,4,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
3688,12,3688 3868 3886 6388 6838 6883 8368 8386 8638 8683 8836 8863,3,False,5,2,5175,5175,6,7,7,7,True,7,7,6174
3689,24,3689 3698 3869 3896 3968 3986 6389 6398 6839 6893 6938 6983 8369 8396 8639 8693 8936 8963 9368 9386 9638 9683 9836 9863,4,False,6,2,6174,6174,0,1,1,1,True,1,1,6174
3699,12,3699 3969 3996 6399 6939 6993 9369 9396 9639 9693 9936 9963,3,False,6,3,6264,6264,2,3,3,3,True,3,3,6174
3777,4,3777 7377 7737 7773,2,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
3778,12,3778 3787 3877 7378 7387 7738 7783 7837 7873 8377 8737 8773,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
3779,12,3779 3797 3977 7379 7397 7739 7793 7937 7973 9377 9737 9773,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
3788,12,3788 3878 3887 7388 7838 7883 8378 8387 8738 8783 8837 8873,3,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
3789,24,3789 3798 3879 3897 3978 3987 7389 7398 7839 7893 7938 7983 8379 8397 8739 8793 8937 8973 9378 9387 9738 9783 9837 9873,4,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
3799,12,3799 3979 3997 7399 7939 7993 9379 9397 9739 9793 9937 9973,3,False,6,2,6174,6174,0,1,1,1,True,1,1,6174
3888,4,3888 8388 8838 8883,2,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
3889,12,3889 3898 3988 8389 8398 8839 8893 8938 8983 9388 9838 9883,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
3899,12,3899 3989 3998 8399 8939 8993 9389 9398 9839 9893 9938 9983,3,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
3999,4,3999 9399 9939 9993,2,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
4444,1,4444,1,True,0,0,0,0000,,,,,True,1,1,0000
4445,4,4445 4454 4544 5444,2,False,1,0,999,0999,4,5,5,5,True,5,5,6174
4446,4,4446 4464 4644 6444,2,False,2,0,1998,1998,3,4,4,4,True,4,4,6174
4447,4,4447 4474 4744 7444,2,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
4448,4,4448 4484 4844 8444,2,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
4449,4,4449 4494 4944 9444,2,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
4455,6,4455 4545 4554 5445 5454 5544,2,False,1,1,1089,1089,3,4,4,4,True,4,4,6174
4456,12,4456 4465 4546 4564 4645 4654 5446 5464 5644 6445 6454 6544,3,False,2,1,2088,2088,2,3,3,3,True,3,3,6174
4457,12,4457 4475 4547 4574 4745 4754 5447 5474 5744 7445 7454 7544,3,False,3,1,3087,3087,2,3,3,3,True,3,3,6174
4458,12,4458 4485 4548 4584 4845 4854 5448 5484 5844 8445 8454 8544,3,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
4459,12,4459 4495 4549 4594 4945 4954 5449 5494 5944 9445 9454 9544,3,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
4466,6,4466 4646 4664 6446 6464 6644,2,False,2,2,2178,2178,5,6,6,6,True,6,6,6174
4467,12,4467 4476 4647 4674 4746 4764 6447 6474 6744 7446 7464 7644,3,False,3,2,3177,3177,4,5,5,5,True,5,5,6174
4468,12,4468 4486 4648 4684 4846 4864 6448 6484 6844 8446 8464 8644,3,False,4,2,4176,4176,1,2,2,2,True,2,2,6174
4469,12,4469 4496 4649 4694 4946 4964 6449 6494 6944 9446 9464 9644,3,False,5,2,5175,5175,6,7,7,7,True,7,7,6174
4477,6,4477 4747 4774 7447 7474 7744,2,False,3,3,3267,3267,5,6,6,6,True,6,6,6174
4478,12,4478 4487 4748 4784 4847 4874 7448 7484 7844 8447 8474 8744,3,False,4,3,4266,4266,2,3,3,3,True,3,3,6174
4479,12,4479 4497 4749 4794 4947 4974 7449 7494 7944 9447 9474 9744,3,False,5,3,5265,5265,4,5,5,5,True,5,5,6174
4488,6,4488 4848 4884 8448 8484 8844,2,False,4,4,4356,4356,3,4,4,4,True,4,4,6174
4489,12,4489 4498 4849 4894 4948 4984 8449 8494 8944 9448 9484 9844,3,False,5,4,5355,5355,4,5,5,5,True,5,5,6174
4499,6,4499 4949 4994 9449 9494 9944,2,False,5,5,5445,5445,4,5,5,5,True,5,5,6174
4555,4,4555 5455 5545 5554,2,False,1,0,999,0999,4,5,5,5,True,5,5,6174
4556,12,4556 4565 4655 5456 5465 5546 5564 5645 5654 6455 6545 6554,3,False,2,0,1998,1998,3,4,4,4,True,4,4,6174
4557,12,4557 4575 4755 5457 5475 5547 5574 5745 5754 7455 7545 7554,3,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
4558,12,4558 4585 4855 5458 5485 5548 5584 5845 5854 8455 8545 8554,3,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
4559,12,4559 4595 4955 5459 5495 5549 5594 5945 5954 9455 9545 9554,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
4566,12,4566 4656 4665 5466 5646 5664 6456 6465 6546 6564 6645 6654,3,False,2,1,2088,2088,2,3,3,3,True,3,3,6174
4567,24,4567 4576 4657 4675 4756 4765 5467 5476 5647 5674 5746 5764 6457 6475 6547 6574 6745 6754 7456 7465 7546 7564 7645 7654,4,False,3,1,3087,3087,2,3,3,3,True,3,3,6174
4568,24,4568 4586 4658 4685 4856 4865 5468 5486 5648 5684 5846 5864 6458 6485 6548 6584 6845 6854 8456 8465 8546 8564 8645 8654,4,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
4569,24,4569 4596 4659 4695 4956 4965 5469 5496 5649 5694 5946 5964 6459 6495 6549 6594 6945 6954 9456 9465 9546 9564 9645 9654,4,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
4577,12,4577 4757 4775 5477 5747 5774 7457 7475 7547 7574 7745 7754,3,False,3,2,3177,3177,4,5,5,5,True,5,5,6174
4578,24,4578 4587 4758 4785 4857 4875 5478 5487 5748 5784 5847 5874 7458 7485 7548 7584 7845 7854 8457 8475 8547 8574 8745 8754,4,False,4,2,4176,4176,1,2,2,2,True,2,2,6174
4579,24,4579 4597 4759 4795 4957 4975 5479 5497 5749 5794 5947 5974 7459 7495 7549 7594 7945 7954 9457 9475 9547 9574 9745 9754,4,False,5,2,5175,5175,6,7,7,7,True,7,7,6174
4588,12,4588 4858 4885 5488 5848 5884 8458 8485 8548 8584 8845 8854,3,False,4,3,4266,4266,2,3,3,3,True,3,3,6174
4589,24,4589 4598 4859 4895 4958 4985 5489 5498 5849 5894 5948 5984 8459 8495 8549 8594 8945 8954 9458 9485 9548 9584 9845 9854,4,False,5,3,5265,5265,4,5,5,5,True,5,5,6174
4599,12,4599 4959 4995 5499 5949 5994 9459 9495 9549 9594 9945 9954,3,False,5,4,5355,5355,4,5,5,5,True,5,5,6174
4666,4,4666 6466 6646 6664,2,False,2,0,1998,1998,3,4,4,4,True,4,4,6174
4667,12,4667 4676 4766 6467 6476 6647 6674 6746 6764 7466 7646 7664,3,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
4668,12,4668 4686 4866 6468 6486 6648 6684 6846 6864 8466 8646 8664,3,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
4669,12,4669 4696 4966 6469 6496 6649 6694 6946 6964 9466 9646 9664,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
4677,12,4677 4767 4776 6477 6747 6774 7467 7476 7647 7674 7746 7764,3,False,3,1,3087,3087,2,3,3,3,True,3,3,6174
4678,24,4678 4687 4768 4786 4867 4876 6478 6487 6748 6784 6847 6874 7468 7486 7648 7684 7846 7864 8467 8476 8647 8674 8746 8764,4,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
4679,24,4679 4697 4769 4796 4967 4976 6479 6497 6749 6794 6947 6974 7469 7496 7649 7694 7946 7964 9467 9476 9647 9674 9746 9764,4,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
4688,12,4688 4868 4886 6488 6848 6884 8468 8486 8648 8684 8846 8864,3,False,4,2,4176,4176,1,2,2,2,True,2,2,6174
4689,24,4689 4698 4869 4896 4968 4986 6489 6498 6849 6894 6948 6984 8469 8496 8649 8694 8946 8964 9468 9486 9648 9684 9846 9864,4,False,5,2,5175,5175,6,7,7,7,True,7,7,6174
4699,12,4699 4969 4996 6499 6949 6994 9469 9496 9649 9694 9946 9964,3,False,5,3,5265,5265,4,5,5,5,True,5,5,6174
4777,4,4777 7477 7747 7774,2,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
4778,12,4778 4787 4877 7478 7487 7748 7784 7847 7874 8477 8747 8774,3,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
4779,12,4779 4797 4977 7479 7497 7749 7794 7947 7974 9477 9747 9774,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
4788,12,4788 4878 4887 7488 7848 7884 8478 8487 8748 8784 8847 8874,3,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
4789,24,4789 4798 4879 4897 4978 4987 7489 7498 7849 7894 7948 7984 8479 8497 8749 8794 8947 8974 9478 9487 9748 9784 9847 9874,4,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
4799,12,4799 4979 4997 7499 7949 7994 9479 9497 9749 9794 9947 9974,3,False,5,2,5175,5175,6,7,7,7,True,7,7,6174
4888,4,4888 8488 8848 8884,2,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
4889,12,4889 4898 4988 8489 8498 8849 8894 8948 8984 9488 9848 9884,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
4899,12,4899 4989 4998 8499 8949 8994 9489 9498 9849 9894 9948 9984,3,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
4999,4,4999 9499 9949 9994,2,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
5555,1,5555,1,True,0,0,0,0000,,,,,True,1,1,0000
5556,4,5556 5565 5655 6555,2,False,1,0,999,0999,4,5,5,5,True,5,5,6174
5557,4,5557 5575 5755 7555,2,False,2,0,1998,1998,3,4,4,4,True,4,4,6174
5558,4,5558 5585 5855 8555,2,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
5559,4,5559 5595 5955 9555,2,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
5566,6,5566 5656 5665 6556 6565 6655,2,False,1,1,1089,1089,3,4,4,4,True,4,4,6174
5567,12,5567 5576 5657 5675 5756 5765 6557 6575 6755 7556 7565 7655,3,False,2,1,2088,2088,2,3,3,3,True,3,3,6174
5568,12,5568 5586 5658 5685 5856 5865 6558 6585 6855 8556 8565 8655,3,False,3,1,3087,3087,2,3,3,3,True,3,3,6174
5569,12,5569 5596 5659 5695 5956 5965 6559 6595 6955 9556 9565 9655,3,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
5577,6,5577 5757 5775 7557 7575 7755,2,False,2,2,2178,2178,5,6,6,6,True,6,6,6174
5578,12,5578 5587 5758 5785 5857 5875 7558 7585 7855 8557 8575 8755,3,False,3,2,3177,3177,4,5,5,5,True,5,5,6174
5579,12,5579 5597 5759 5795 5957 5975 7559 7595 7955 9557 9575 9755,3,False,4,2,4176,4176,1,2,2,2,True,2,2,6174
5588,6,5588 5858 5885 8558 8585 8855,2,False,3,3,3267,3267,5,6,6,6,True,6,6,6174
5589,12,5589 5598 5859 5895 5958 5985 8559 8595 8955 9558 9585 9855,3,False,4,3,4266,4266,2,3,3,3,True,3,3,6174
5599,6,5599 5959 5995 9559 9595 9955,2,False,4,4,4356,4356,3,4,4,4,True,4,4,6174
5666,4,5666 6566 6656 6665,2,False,1,0,999,0999,4,5,5,5,True,5,5,6174
5667,12,5667 5676 5766 6567 6576 6657 6675 6756 6765 7566 7656 7665,3,False,2,0,1998,1998,3,4,4,4,True,4,4,6174
5668,12,5668 5686 5866 6568 6586 6658 6685 6856 6865 8566 8656 8665,3,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
5669,12,5669 5696 5966 6569 6596 6659 6695 6956 6965 9566 9656 9665,3,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
5677,12,5677 5767 5776 6577 6757 6775 7567 7576 7657 7675 7756 7765,3,False,2,1,2088,2088,2,3,3,3,True,3,3,6174
5678,24,5678 5687 5768 5786 5867 5876 6578 6587 6758 6785 6857 6875 7568 7586 7658 7685 7856 7865 8567 8576 8657 8675 8756 8765,4,False,3,1,3087,3087,2,3,3,3,True,3,3,6174
5679,24,5679 5697 5769 5796 5967 5976 6579 6597 6759 6795 6957 6975 7569 7596 7659 7695 7956 7965 9567 9576 9657 9675 9756 9765,4,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
5688,12,5688 5868 5886 6588 6858 6885 8568 8586 8658 8685 8856 8865,3,False,3,2,3177,3177,4,5,5,5,True,5,5,6174
5689,24,5689 5698 5869 5896 5968 5986 6589 6598 6859 6895 6958 6985 8569 8596 8659 8695 8956 8965 9568 9586 9658 9685 9856 9865,4,False,4,2,4176,4176,1,2,2,2,True,2,2,6174
5699,12,5699 5969 5996 6599 6959 6995 9569 9596 9659 9695 9956 9965,3,False,4,3,4266,4266,2,3,3,3,True,3,3,6174
5777,4,5777 7577 7757 7775,2,False,2,0,1998,1998,3,4,4,4,True,4,4,6174
5778,12,5778 5787 5877 7578 7587 7758 7785 7857 7875 8577 8757 8775,3,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
5779,12,5779 5797 5977 7579 7597 7759 7795 7957 7975 9577 9757 9775,3,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
5788,12,5788 5878 5887 7588 7858 7885 8578 8587 8758 8785 8857 8875,3,False,3,1,3087,3087,2,3,3,3,True,3,3,6174
5789,24,5789 5798 5879 5897 5978 5987 7589 7598 7859 7895 7958 7985 8579 8597 8759 8795 8957 8975 9578 9587 9758 9785 9857 9875,4,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
5799,12,5799 5979 5997 7599 7959 7995 9579 9597 9759 9795 9957 9975,3,False,4,2,4176,4176,1,2,2,2,True,2,2,6174
5888,4,5888 8588 8858 8885,2,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
5889,12,5889 5898 5988 8589 8598 8859 8895 8958 8985 9588 9858 9885,3,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
5899,12,5899 5989 5998 8599 8959 8995 9589 9598 9859 9895 9958 9985,3,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
5999,4,5999 9599 9959 9995,2,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
6666,1,6666,1,True,0,0,0,0000,,,,,True,1,1,0000
6667,4,6667 6676 6766 7666,2,False,1,0,999,0999,4,5,5,5,True,5,5,6174
6668,4,6668 6686 6866 8666,2,False,2,0,1998,1998,3,4,4,4,True,4,4,6174
6669,4,6669 6696 6966 9666,2,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
