start,start_state,digit_multiset,x,y,first_result,first_result_state,distance_to_6174,trajectory
4896,4896,4689,5,2,5175,5175,7.0,4896 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
4897,4897,4789,5,1,5085,5085,7.0,4897 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
4899,4899,4899,5,1,5085,5085,7.0,4899 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
4900,4900,0049,9,4,9351,9351,7.0,4900 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
4908,4908,0489,9,4,9351,9351,7.0,4908 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
4909,4909,0499,9,5,9441,9441,7.0,4909 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
4919,4919,1499,8,5,8442,8442,7.0,4919 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
4933,4933,3349,6,1,6084,6084,7.0,4933 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
4935,4935,3459,6,1,6084,6084,7.0,4935 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
4945,4945,4459,5,1,5085,5085,7.0,4945 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
4946,4946,4469,5,2,5175,5175,7.0,4946 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
4953,4953,3459,6,1,6084,6084,7.0,4953 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
4954,4954,4459,5,1,5085,5085,7.0,4954 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
4956,4956,4569,5,1,5085,5085,7.0,4956 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
4957,4957,4579,5,2,5175,5175,7.0,4957 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
4964,4964,4469,5,2,5175,5175,7.0,4964 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
4965,4965,4569,5,1,5085,5085,7.0,4965 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
4967,4967,4679,5,1,5085,5085,7.0,4967 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
4968,4968,4689,5,2,5175,5175,7.0,4968 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
4975,4975,4579,5,2,5175,5175,7.0,4975 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
4976,4976,4679,5,1,5085,5085,7.0,4976 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
4978,4978,4789,5,1,5085,5085,7.0,4978 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
4979,4979,4799,5,2,5175,5175,7.0,4979 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
4980,4980,0489,9,4,9351,9351,7.0,4980 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
4986,4986,4689,5,2,5175,5175,7.0,4986 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
4987,4987,4789,5,1,5085,5085,7.0,4987 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
4989,4989,4899,5,1,5085,5085,7.0,4989 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
4990,4990,0499,9,5,9441,9441,7.0,4990 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
4991,4991,1499,8,5,8442,8442,7.0,4991 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
4997,4997,4799,5,2,5175,5175,7.0,4997 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
4998,4998,4899,5,1,5085,5085,7.0,4998 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5001,5001,0015,5,1,5085,5085,7.0,5001 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5002,5002,0025,5,2,5175,5175,7.0,5002 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5008,5008,0058,8,5,8442,8442,7.0,5008 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5009,5009,0059,9,5,9441,9441,7.0,5009 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5010,5010,0015,5,1,5085,5085,7.0,5010 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5012,5012,0125,5,1,5085,5085,7.0,5012 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5013,5013,0135,5,2,5175,5175,7.0,5013 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5019,5019,0159,9,4,9351,9351,7.0,5019 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5020,5020,0025,5,2,5175,5175,7.0,5020 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5021,5021,0125,5,1,5085,5085,7.0,5021 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5023,5023,0235,5,1,5085,5085,7.0,5023 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5024,5024,0245,5,2,5175,5175,7.0,5024 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5031,5031,0135,5,2,5175,5175,7.0,5031 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5032,5032,0235,5,1,5085,5085,7.0,5032 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5034,5034,0345,5,1,5085,5085,7.0,5034 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5035,5035,0355,5,2,5175,5175,7.0,5035 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5042,5042,0245,5,2,5175,5175,7.0,5042 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5043,5043,0345,5,1,5085,5085,7.0,5043 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5045,5045,0455,5,1,5085,5085,7.0,5045 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5046,5046,0456,6,1,6084,6084,7.0,5046 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5053,5053,0355,5,2,5175,5175,7.0,5053 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5054,5054,0455,5,1,5085,5085,7.0,5054 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5064,5064,0456,6,1,6084,6084,7.0,5064 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5066,5066,0566,6,1,6084,6084,7.0,5066 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5080,5080,0058,8,5,8442,8442,7.0,5080 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5090,5090,0059,9,5,9441,9441,7.0,5090 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5091,5091,0159,9,4,9351,9351,7.0,5091 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5099,5099,0599,9,4,9351,9351,7.0,5099 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5100,5100,0015,5,1,5085,5085,7.0,5100 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5102,5102,0125,5,1,5085,5085,7.0,5102 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5103,5103,0135,5,2,5175,5175,7.0,5103 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5109,5109,0159,9,4,9351,9351,7.0,5109 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5112,5112,1125,4,1,4086,4086,7.0,5112 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5120,5120,0125,5,1,5085,5085,7.0,5120 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5121,5121,1125,4,1,4086,4086,7.0,5121 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5123,5123,1235,4,1,4086,4086,7.0,5123 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5130,5130,0135,5,2,5175,5175,7.0,5130 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5132,5132,1235,4,1,4086,4086,7.0,5132 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5134,5134,1345,4,1,4086,4086,7.0,5134 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5136,5136,1356,5,2,5175,5175,7.0,5136 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5143,5143,1345,4,1,4086,4086,7.0,5143 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5145,5145,1455,4,1,4086,4086,7.0,5145 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5146,5146,1456,5,1,5085,5085,7.0,5146 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5147,5147,1457,6,1,6084,6084,7.0,5147 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5154,5154,1455,4,1,4086,4086,7.0,5154 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5163,5163,1356,5,2,5175,5175,7.0,5163 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5164,5164,1456,5,1,5085,5085,7.0,5164 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5166,5166,1566,5,1,5085,5085,7.0,5166 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5167,5167,1567,6,1,6084,6084,7.0,5167 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5174,5174,1457,6,1,6084,6084,7.0,5174 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5176,5176,1567,6,1,6084,6084,7.0,5176 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5190,5190,0159,9,4,9351,9351,7.0,5190 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5200,5200,0025,5,2,5175,5175,7.0,5200 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5201,5201,0125,5,1,5085,5085,7.0,5201 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5203,5203,0235,5,1,5085,5085,7.0,5203 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5204,5204,0245,5,2,5175,5175,7.0,5204 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5210,5210,0125,5,1,5085,5085,7.0,5210 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5211,5211,1125,4,1,4086,4086,7.0,5211 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5213,5213,1235,4,1,4086,4086,7.0,5213 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5230,5230,0235,5,1,5085,5085,7.0,5230 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5231,5231,1235,4,1,4086,4086,7.0,5231 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5237,5237,2357,5,2,5175,5175,7.0,5237 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5240,5240,0245,5,2,5175,5175,7.0,5240 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5246,5246,2456,4,1,4086,4086,7.0,5246 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5247,5247,2457,5,1,5085,5085,7.0,5247 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5248,5248,2458,6,1,6084,6084,7.0,5248 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5264,5264,2456,4,1,4086,4086,7.0,5264 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5266,5266,2566,4,1,4086,4086,7.0,5266 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5267,5267,2567,5,1,5085,5085,7.0,5267 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5268,5268,2568,6,1,6084,6084,7.0,5268 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5273,5273,2357,5,2,5175,5175,7.0,5273 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5274,5274,2457,5,1,5085,5085,7.0,5274 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5276,5276,2567,5,1,5085,5085,7.0,5276 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5277,5277,2577,5,2,5175,5175,7.0,5277 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5284,5284,2458,6,1,6084,6084,7.0,5284 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5286,5286,2568,6,1,6084,6084,7.0,5286 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5301,5301,0135,5,2,5175,5175,7.0,5301 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5302,5302,0235,5,1,5085,5085,7.0,5302 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5304,5304,0345,5,1,5085,5085,7.0,5304 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5305,5305,0355,5,2,5175,5175,7.0,5305 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5310,5310,0135,5,2,5175,5175,7.0,5310 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5312,5312,1235,4,1,4086,4086,7.0,5312 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5314,5314,1345,4,1,4086,4086,7.0,5314 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5316,5316,1356,5,2,5175,5175,7.0,5316 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5320,5320,0235,5,1,5085,5085,7.0,5320 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5321,5321,1235,4,1,4086,4086,7.0,5321 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5327,5327,2357,5,2,5175,5175,7.0,5327 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5338,5338,3358,5,2,5175,5175,7.0,5338 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5340,5340,0345,5,1,5085,5085,7.0,5340 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5341,5341,1345,4,1,4086,4086,7.0,5341 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5347,5347,3457,4,1,4086,4086,7.0,5347 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5348,5348,3458,5,1,5085,5085,7.0,5348 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5349,5349,3459,6,1,6084,6084,7.0,5349 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5350,5350,0355,5,2,5175,5175,7.0,5350 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5361,5361,1356,5,2,5175,5175,7.0,5361 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5367,5367,3567,4,1,4086,4086,7.0,5367 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5368,5368,3568,5,1,5085,5085,7.0,5368 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5369,5369,3569,6,1,6084,6084,7.0,5369 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5372,5372,2357,5,2,5175,5175,7.0,5372 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5374,5374,3457,4,1,4086,4086,7.0,5374 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5376,5376,3567,4,1,4086,4086,7.0,5376 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5378,5378,3578,5,2,5175,5175,7.0,5378 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5383,5383,3358,5,2,5175,5175,7.0,5383 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5384,5384,3458,5,1,5085,5085,7.0,5384 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5386,5386,3568,5,1,5085,5085,7.0,5386 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5387,5387,3578,5,2,5175,5175,7.0,5387 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5394,5394,3459,6,1,6084,6084,7.0,5394 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5396,5396,3569,6,1,6084,6084,7.0,5396 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5402,5402,0245,5,2,5175,5175,7.0,5402 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5403,5403,0345,5,1,5085,5085,7.0,5403 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5405,5405,0455,5,1,5085,5085,7.0,5405 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5406,5406,0456,6,1,6084,6084,7.0,5406 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5413,5413,1345,4,1,4086,4086,7.0,5413 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5415,5415,1455,4,1,4086,4086,7.0,5415 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5416,5416,1456,5,1,5085,5085,7.0,5416 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5417,5417,1457,6,1,6084,6084,7.0,5417 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5420,5420,0245,5,2,5175,5175,7.0,5420 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5426,5426,2456,4,1,4086,4086,7.0,5426 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5427,5427,2457,5,1,5085,5085,7.0,5427 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5428,5428,2458,6,1,6084,6084,7.0,5428 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5430,5430,0345,5,1,5085,5085,7.0,5430 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5431,5431,1345,4,1,4086,4086,7.0,5431 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5437,5437,3457,4,1,4086,4086,7.0,5437 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5438,5438,3458,5,1,5085,5085,7.0,5438 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5439,5439,3459,6,1,6084,6084,7.0,5439 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5448,5448,4458,4,1,4086,4086,7.0,5448 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5449,5449,4459,5,1,5085,5085,7.0,5449 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5450,5450,0455,5,1,5085,5085,7.0,5450 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5451,5451,1455,4,1,4086,4086,7.0,5451 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5460,5460,0456,6,1,6084,6084,7.0,5460 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5461,5461,1456,5,1,5085,5085,7.0,5461 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5462,5462,2456,4,1,4086,4086,7.0,5462 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5468,5468,4568,4,1,4086,4086,7.0,5468 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5469,5469,4569,5,1,5085,5085,7.0,5469 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5471,5471,1457,6,1,6084,6084,7.0,5471 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5472,5472,2457,5,1,5085,5085,7.0,5472 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5473,5473,3457,4,1,4086,4086,7.0,5473 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5479,5479,4579,5,2,5175,5175,7.0,5479 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5482,5482,2458,6,1,6084,6084,7.0,5482 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5483,5483,3458,5,1,5085,5085,7.0,5483 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5484,5484,4458,4,1,4086,4086,7.0,5484 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5486,5486,4568,4,1,4086,4086,7.0,5486 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5493,5493,3459,6,1,6084,6084,7.0,5493 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5494,5494,4459,5,1,5085,5085,7.0,5494 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5496,5496,4569,5,1,5085,5085,7.0,5496 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5497,5497,4579,5,2,5175,5175,7.0,5497 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5503,5503,0355,5,2,5175,5175,7.0,5503 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5504,5504,0455,5,1,5085,5085,7.0,5504 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5514,5514,1455,4,1,4086,4086,7.0,5514 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5530,5530,0355,5,2,5175,5175,7.0,5530 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
5540,5540,0455,5,1,5085,5085,7.0,5540 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
5541,5541,1455,4,1,4086,4086,7.0,5541 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5569,5569,5569,4,1,4086,4086,7.0,5569 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5596,5596,5569,4,1,4086,4086,7.0,5596 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5604,5604,0456,6,1,6084,6084,7.0,5604 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5606,5606,0566,6,1,6084,6084,7.0,5606 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
5613,5613,1356,5,2,5175,5175,7.0,5613 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
