start,start_state,digit_multiset,x,y,first_result,first_result_state,distance_to_6174,trajectory
3348,3348,3348,5,1,5085,5085,7.0,3348 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3349,3349,3349,6,1,6084,6084,7.0,3349 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3358,3358,3358,5,2,5175,5175,7.0,3358 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3374,3374,3347,4,1,4086,4086,7.0,3374 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3384,3384,3348,5,1,5085,5085,7.0,3384 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3385,3385,3358,5,2,5175,5175,7.0,3385 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3394,3394,3349,6,1,6084,6084,7.0,3394 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3402,3402,0234,4,1,4086,4086,7.0,3402 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3404,3404,0344,4,1,4086,4086,7.0,3404 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3405,3405,0345,5,1,5085,5085,7.0,3405 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3406,3406,0346,6,1,6084,6084,7.0,3406 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3415,3415,1345,4,1,4086,4086,7.0,3415 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3416,3416,1346,5,1,5085,5085,7.0,3416 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3417,3417,1347,6,1,6084,6084,7.0,3417 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3420,3420,0234,4,1,4086,4086,7.0,3420 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3426,3426,2346,4,1,4086,4086,7.0,3426 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3427,3427,2347,5,1,5085,5085,7.0,3427 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3428,3428,2348,6,1,6084,6084,7.0,3428 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3437,3437,3347,4,1,4086,4086,7.0,3437 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3438,3438,3348,5,1,5085,5085,7.0,3438 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3439,3439,3349,6,1,6084,6084,7.0,3439 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3440,3440,0344,4,1,4086,4086,7.0,3440 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3450,3450,0345,5,1,5085,5085,7.0,3450 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3451,3451,1345,4,1,4086,4086,7.0,3451 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3457,3457,3457,4,1,4086,4086,7.0,3457 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3458,3458,3458,5,1,5085,5085,7.0,3458 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3459,3459,3459,6,1,6084,6084,7.0,3459 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3460,3460,0346,6,1,6084,6084,7.0,3460 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3461,3461,1346,5,1,5085,5085,7.0,3461 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3462,3462,2346,4,1,4086,4086,7.0,3462 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3468,3468,3468,5,2,5175,5175,7.0,3468 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3471,3471,1347,6,1,6084,6084,7.0,3471 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3472,3472,2347,5,1,5085,5085,7.0,3472 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3473,3473,3347,4,1,4086,4086,7.0,3473 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3475,3475,3457,4,1,4086,4086,7.0,3475 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3482,3482,2348,6,1,6084,6084,7.0,3482 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3483,3483,3348,5,1,5085,5085,7.0,3483 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3485,3485,3458,5,1,5085,5085,7.0,3485 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3486,3486,3468,5,2,5175,5175,7.0,3486 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3493,3493,3349,6,1,6084,6084,7.0,3493 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3495,3495,3459,6,1,6084,6084,7.0,3495 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3501,3501,0135,5,2,5175,5175,7.0,3501 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3502,3502,0235,5,1,5085,5085,7.0,3502 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3504,3504,0345,5,1,5085,5085,7.0,3504 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3505,3505,0355,5,2,5175,5175,7.0,3505 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3510,3510,0135,5,2,5175,5175,7.0,3510 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3512,3512,1235,4,1,4086,4086,7.0,3512 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3514,3514,1345,4,1,4086,4086,7.0,3514 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3516,3516,1356,5,2,5175,5175,7.0,3516 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3520,3520,0235,5,1,5085,5085,7.0,3520 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3521,3521,1235,4,1,4086,4086,7.0,3521 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3527,3527,2357,5,2,5175,5175,7.0,3527 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3538,3538,3358,5,2,5175,5175,7.0,3538 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3540,3540,0345,5,1,5085,5085,7.0,3540 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3541,3541,1345,4,1,4086,4086,7.0,3541 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3547,3547,3457,4,1,4086,4086,7.0,3547 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3548,3548,3458,5,1,5085,5085,7.0,3548 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3549,3549,3459,6,1,6084,6084,7.0,3549 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3550,3550,0355,5,2,5175,5175,7.0,3550 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3561,3561,1356,5,2,5175,5175,7.0,3561 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3567,3567,3567,4,1,4086,4086,7.0,3567 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3568,3568,3568,5,1,5085,5085,7.0,3568 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3569,3569,3569,6,1,6084,6084,7.0,3569 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3572,3572,2357,5,2,5175,5175,7.0,3572 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3574,3574,3457,4,1,4086,4086,7.0,3574 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3576,3576,3567,4,1,4086,4086,7.0,3576 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3578,3578,3578,5,2,5175,5175,7.0,3578 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3583,3583,3358,5,2,5175,5175,7.0,3583 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3584,3584,3458,5,1,5085,5085,7.0,3584 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3586,3586,3568,5,1,5085,5085,7.0,3586 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3587,3587,3578,5,2,5175,5175,7.0,3587 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3594,3594,3459,6,1,6084,6084,7.0,3594 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3596,3596,3569,6,1,6084,6084,7.0,3596 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3602,3602,0236,6,1,6084,6084,7.0,3602 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3604,3604,0346,6,1,6084,6084,7.0,3604 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3611,3611,1136,5,2,5175,5175,7.0,3611 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3612,3612,1236,5,1,5085,5085,7.0,3612 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3614,3614,1346,5,1,5085,5085,7.0,3614 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3615,3615,1356,5,2,5175,5175,7.0,3615 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3620,3620,0236,6,1,6084,6084,7.0,3620 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3621,3621,1236,5,1,5085,5085,7.0,3621 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3622,3622,2236,4,1,4086,4086,7.0,3622 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3624,3624,2346,4,1,4086,4086,7.0,3624 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3640,3640,0346,6,1,6084,6084,7.0,3640 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3641,3641,1346,5,1,5085,5085,7.0,3641 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3642,3642,2346,4,1,4086,4086,7.0,3642 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3648,3648,3468,5,2,5175,5175,7.0,3648 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3651,3651,1356,5,2,5175,5175,7.0,3651 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3657,3657,3567,4,1,4086,4086,7.0,3657 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3658,3658,3568,5,1,5085,5085,7.0,3658 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3659,3659,3569,6,1,6084,6084,7.0,3659 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3675,3675,3567,4,1,4086,4086,7.0,3675 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3677,3677,3677,4,1,4086,4086,7.0,3677 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3678,3678,3678,5,1,5085,5085,7.0,3678 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3679,3679,3679,6,1,6084,6084,7.0,3679 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3684,3684,3468,5,2,5175,5175,7.0,3684 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3685,3685,3568,5,1,5085,5085,7.0,3685 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3687,3687,3678,5,1,5085,5085,7.0,3687 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3688,3688,3688,5,2,5175,5175,7.0,3688 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3695,3695,3569,6,1,6084,6084,7.0,3695 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3697,3697,3679,6,1,6084,6084,7.0,3697 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3709,3709,0379,9,4,9351,9351,7.0,3709 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3712,3712,1237,6,1,6084,6084,7.0,3712 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3714,3714,1347,6,1,6084,6084,7.0,3714 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3721,3721,1237,6,1,6084,6084,7.0,3721 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3722,3722,2237,5,1,5085,5085,7.0,3722 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3724,3724,2347,5,1,5085,5085,7.0,3724 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3725,3725,2357,5,2,5175,5175,7.0,3725 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3734,3734,3347,4,1,4086,4086,7.0,3734 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3741,3741,1347,6,1,6084,6084,7.0,3741 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3742,3742,2347,5,1,5085,5085,7.0,3742 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3743,3743,3347,4,1,4086,4086,7.0,3743 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3745,3745,3457,4,1,4086,4086,7.0,3745 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3752,3752,2357,5,2,5175,5175,7.0,3752 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3754,3754,3457,4,1,4086,4086,7.0,3754 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3756,3756,3567,4,1,4086,4086,7.0,3756 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3758,3758,3578,5,2,5175,5175,7.0,3758 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3765,3765,3567,4,1,4086,4086,7.0,3765 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3767,3767,3677,4,1,4086,4086,7.0,3767 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3768,3768,3678,5,1,5085,5085,7.0,3768 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3769,3769,3679,6,1,6084,6084,7.0,3769 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3776,3776,3677,4,1,4086,4086,7.0,3776 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3785,3785,3578,5,2,5175,5175,7.0,3785 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3786,3786,3678,5,1,5085,5085,7.0,3786 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3788,3788,3788,5,1,5085,5085,7.0,3788 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3789,3789,3789,6,1,6084,6084,7.0,3789 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3790,3790,0379,9,4,9351,9351,7.0,3790 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3796,3796,3679,6,1,6084,6084,7.0,3796 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3798,3798,3789,6,1,6084,6084,7.0,3798 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3808,3808,0388,8,5,8442,8442,7.0,3808 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3809,3809,0389,9,5,9441,9441,7.0,3809 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3819,3819,1389,8,5,8442,8442,7.0,3819 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3822,3822,2238,6,1,6084,6084,7.0,3822 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3824,3824,2348,6,1,6084,6084,7.0,3824 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3834,3834,3348,5,1,5085,5085,7.0,3834 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3835,3835,3358,5,2,5175,5175,7.0,3835 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3842,3842,2348,6,1,6084,6084,7.0,3842 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3843,3843,3348,5,1,5085,5085,7.0,3843 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3845,3845,3458,5,1,5085,5085,7.0,3845 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3846,3846,3468,5,2,5175,5175,7.0,3846 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3853,3853,3358,5,2,5175,5175,7.0,3853 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3854,3854,3458,5,1,5085,5085,7.0,3854 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3856,3856,3568,5,1,5085,5085,7.0,3856 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3857,3857,3578,5,2,5175,5175,7.0,3857 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3864,3864,3468,5,2,5175,5175,7.0,3864 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3865,3865,3568,5,1,5085,5085,7.0,3865 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3867,3867,3678,5,1,5085,5085,7.0,3867 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3868,3868,3688,5,2,5175,5175,7.0,3868 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3875,3875,3578,5,2,5175,5175,7.0,3875 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3876,3876,3678,5,1,5085,5085,7.0,3876 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3878,3878,3788,5,1,5085,5085,7.0,3878 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3879,3879,3789,6,1,6084,6084,7.0,3879 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3880,3880,0388,8,5,8442,8442,7.0,3880 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3886,3886,3688,5,2,5175,5175,7.0,3886 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3887,3887,3788,5,1,5085,5085,7.0,3887 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3890,3890,0389,9,5,9441,9441,7.0,3890 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3891,3891,1389,8,5,8442,8442,7.0,3891 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3897,3897,3789,6,1,6084,6084,7.0,3897 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3899,3899,3899,6,1,6084,6084,7.0,3899 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3907,3907,0379,9,4,9351,9351,7.0,3907 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3908,3908,0389,9,5,9441,9441,7.0,3908 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3909,3909,0399,9,6,9531,9531,7.0,3909 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3918,3918,1389,8,5,8442,8442,7.0,3918 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3934,3934,3349,6,1,6084,6084,7.0,3934 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3943,3943,3349,6,1,6084,6084,7.0,3943 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3945,3945,3459,6,1,6084,6084,7.0,3945 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3954,3954,3459,6,1,6084,6084,7.0,3954 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3956,3956,3569,6,1,6084,6084,7.0,3956 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3965,3965,3569,6,1,6084,6084,7.0,3965 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3967,3967,3679,6,1,6084,6084,7.0,3967 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3970,3970,0379,9,4,9351,9351,7.0,3970 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3976,3976,3679,6,1,6084,6084,7.0,3976 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3978,3978,3789,6,1,6084,6084,7.0,3978 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3980,3980,0389,9,5,9441,9441,7.0,3980 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
3981,3981,1389,8,5,8442,8442,7.0,3981 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
3987,3987,3789,6,1,6084,6084,7.0,3987 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3989,3989,3899,6,1,6084,6084,7.0,3989 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3990,3990,0399,9,6,9531,9531,7.0,3990 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
3998,3998,3899,6,1,6084,6084,7.0,3998 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
4001,4001,0014,4,1,4086,4086,7.0,4001 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
4009,4009,0049,9,4,9351,9351,7.0,4009 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
4010,4010,0014,4,1,4086,4086,7.0,4010 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
4012,4012,0124,4,1,4086,4086,7.0,4012 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
4021,4021,0124,4,1,4086,4086,7.0,4021 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
4023,4023,0234,4,1,4086,4086,7.0,4023 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
4025,4025,0245,5,2,5175,5175,7.0,4025 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
4032,4032,0234,4,1,4086,4086,7.0,4032 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
4034,4034,0344,4,1,4086,4086,7.0,4034 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
