start,start_state,is_repdigit,distinct_digits,digit_multiset,x,y,descending,ascending,first_result,first_result_state,trajectory,final_attractor,final_attractor_state,iterations_to_attractor,distance_to_6174,distance_to_0000,reaches_6174,reaches_0000,other_cycle_detected,cycle_length,cycle
9733,9733,False,3,3379,6,4,9733,3379,6354,6354,9733 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9734,9734,False,4,3479,6,3,9743,3479,6264,6264,9734 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9735,9735,False,4,3579,6,2,9753,3579,6174,6174,9735 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
9736,9736,False,4,3679,6,1,9763,3679,6084,6084,9736 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9737,9737,False,3,3779,6,0,9773,3779,5994,5994,9737 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9738,9738,False,4,3789,6,1,9873,3789,6084,6084,9738 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9739,9739,False,3,3799,6,2,9973,3799,6174,6174,9739 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
9740,9740,False,4,0479,9,3,9740,479,9261,9261,9740 -> 9261 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9741,9741,False,4,1479,8,3,9741,1479,8262,8262,9741 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9742,9742,False,4,2479,7,3,9742,2479,7263,7263,9742 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9743,9743,False,4,3479,6,3,9743,3479,6264,6264,9743 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9744,9744,False,3,4479,5,3,9744,4479,5265,5265,9744 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9745,9745,False,4,4579,5,2,9754,4579,5175,5175,9745 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9746,9746,False,4,4679,5,1,9764,4679,5085,5085,9746 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9747,9747,False,3,4779,5,0,9774,4779,4995,4995,9747 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9748,9748,False,4,4789,5,1,9874,4789,5085,5085,9748 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9749,9749,False,3,4799,5,2,9974,4799,5175,5175,9749 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9750,9750,False,4,0579,9,2,9750,579,9171,9171,9750 -> 9171 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9751,9751,False,4,1579,8,2,9751,1579,8172,8172,9751 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9752,9752,False,4,2579,7,2,9752,2579,7173,7173,9752 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9753,9753,False,4,3579,6,2,9753,3579,6174,6174,9753 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
9754,9754,False,4,4579,5,2,9754,4579,5175,5175,9754 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9755,9755,False,3,5579,4,2,9755,5579,4176,4176,9755 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9756,9756,False,4,5679,4,1,9765,5679,4086,4086,9756 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9757,9757,False,3,5779,4,0,9775,5779,3996,3996,9757 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9758,9758,False,4,5789,4,1,9875,5789,4086,4086,9758 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9759,9759,False,3,5799,4,2,9975,5799,4176,4176,9759 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9760,9760,False,4,0679,9,1,9760,679,9081,9081,9760 -> 9081 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9761,9761,False,4,1679,8,1,9761,1679,8082,8082,9761 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9762,9762,False,4,2679,7,1,9762,2679,7083,7083,9762 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9763,9763,False,4,3679,6,1,9763,3679,6084,6084,9763 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9764,9764,False,4,4679,5,1,9764,4679,5085,5085,9764 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9765,9765,False,4,5679,4,1,9765,5679,4086,4086,9765 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9766,9766,False,3,6679,3,1,9766,6679,3087,3087,9766 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9767,9767,False,3,6779,3,0,9776,6779,2997,2997,9767 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9768,9768,False,4,6789,3,1,9876,6789,3087,3087,9768 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9769,9769,False,3,6799,3,2,9976,6799,3177,3177,9769 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9770,9770,False,3,0779,9,0,9770,779,8991,8991,9770 -> 8991 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9771,9771,False,3,1779,8,0,9771,1779,7992,7992,9771 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9772,9772,False,3,2779,7,0,9772,2779,6993,6993,9772 -> 6993 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9773,9773,False,3,3779,6,0,9773,3779,5994,5994,9773 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9774,9774,False,3,4779,5,0,9774,4779,4995,4995,9774 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9775,9775,False,3,5779,4,0,9775,5779,3996,3996,9775 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9776,9776,False,3,6779,3,0,9776,6779,2997,2997,9776 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9777,9777,False,2,7779,2,0,9777,7779,1998,1998,9777 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9778,9778,False,3,7789,2,1,9877,7789,2088,2088,9778 -> 2088 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9779,9779,False,2,7799,2,2,9977,7799,2178,2178,9779 -> 2178 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9780,9780,False,4,0789,9,1,9870,789,9081,9081,9780 -> 9081 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9781,9781,False,4,1789,8,1,9871,1789,8082,8082,9781 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9782,9782,False,4,2789,7,1,9872,2789,7083,7083,9782 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9783,9783,False,4,3789,6,1,9873,3789,6084,6084,9783 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9784,9784,False,4,4789,5,1,9874,4789,5085,5085,9784 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9785,9785,False,4,5789,4,1,9875,5789,4086,4086,9785 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9786,9786,False,4,6789,3,1,9876,6789,3087,3087,9786 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9787,9787,False,3,7789,2,1,9877,7789,2088,2088,9787 -> 2088 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9788,9788,False,3,7889,2,0,9887,7889,1998,1998,9788 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9789,9789,False,3,7899,2,1,9987,7899,2088,2088,9789 -> 2088 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9790,9790,False,3,0799,9,2,9970,799,9171,9171,9790 -> 9171 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9791,9791,False,3,1799,8,2,9971,1799,8172,8172,9791 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9792,9792,False,3,2799,7,2,9972,2799,7173,7173,9792 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9793,9793,False,3,3799,6,2,9973,3799,6174,6174,9793 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
9794,9794,False,3,4799,5,2,9974,4799,5175,5175,9794 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9795,9795,False,3,5799,4,2,9975,5799,4176,4176,9795 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9796,9796,False,3,6799,3,2,9976,6799,3177,3177,9796 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9797,9797,False,2,7799,2,2,9977,7799,2178,2178,9797 -> 2178 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9798,9798,False,3,7899,2,1,9987,7899,2088,2088,9798 -> 2088 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9799,9799,False,2,7999,2,0,9997,7999,1998,1998,9799 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9800,9800,False,3,0089,9,8,9800,89,9711,9711,9800 -> 9711 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9801,9801,False,4,0189,9,7,9810,189,9621,9621,9801 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9802,9802,False,4,0289,9,6,9820,289,9531,9531,9802 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9803,9803,False,4,0389,9,5,9830,389,9441,9441,9803 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9804,9804,False,4,0489,9,4,9840,489,9351,9351,9804 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9805,9805,False,4,0589,9,3,9850,589,9261,9261,9805 -> 9261 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9806,9806,False,4,0689,9,2,9860,689,9171,9171,9806 -> 9171 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9807,9807,False,4,0789,9,1,9870,789,9081,9081,9807 -> 9081 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9808,9808,False,3,0889,9,0,9880,889,8991,8991,9808 -> 8991 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9809,9809,False,3,0899,9,1,9980,899,9081,9081,9809 -> 9081 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9810,9810,False,4,0189,9,7,9810,189,9621,9621,9810 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9811,9811,False,3,1189,8,7,9811,1189,8622,8622,9811 -> 8622 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9812,9812,False,4,1289,8,6,9821,1289,8532,8532,9812 -> 8532 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9813,9813,False,4,1389,8,5,9831,1389,8442,8442,9813 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9814,9814,False,4,1489,8,4,9841,1489,8352,8352,9814 -> 8352 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9815,9815,False,4,1589,8,3,9851,1589,8262,8262,9815 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9816,9816,False,4,1689,8,2,9861,1689,8172,8172,9816 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9817,9817,False,4,1789,8,1,9871,1789,8082,8082,9817 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9818,9818,False,3,1889,8,0,9881,1889,7992,7992,9818 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9819,9819,False,3,1899,8,1,9981,1899,8082,8082,9819 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9820,9820,False,4,0289,9,6,9820,289,9531,9531,9820 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9821,9821,False,4,1289,8,6,9821,1289,8532,8532,9821 -> 8532 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9822,9822,False,3,2289,7,6,9822,2289,7533,7533,9822 -> 7533 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9823,9823,False,4,2389,7,5,9832,2389,7443,7443,9823 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9824,9824,False,4,2489,7,4,9842,2489,7353,7353,9824 -> 7353 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9825,9825,False,4,2589,7,3,9852,2589,7263,7263,9825 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9826,9826,False,4,2689,7,2,9862,2689,7173,7173,9826 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9827,9827,False,4,2789,7,1,9872,2789,7083,7083,9827 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9828,9828,False,3,2889,7,0,9882,2889,6993,6993,9828 -> 6993 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9829,9829,False,3,2899,7,1,9982,2899,7083,7083,9829 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9830,9830,False,4,0389,9,5,9830,389,9441,9441,9830 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9831,9831,False,4,1389,8,5,9831,1389,8442,8442,9831 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9832,9832,False,4,2389,7,5,9832,2389,7443,7443,9832 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9833,9833,False,3,3389,6,5,9833,3389,6444,6444,9833 -> 6444 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9834,9834,False,4,3489,6,4,9843,3489,6354,6354,9834 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9835,9835,False,4,3589,6,3,9853,3589,6264,6264,9835 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9836,9836,False,4,3689,6,2,9863,3689,6174,6174,9836 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
9837,9837,False,4,3789,6,1,9873,3789,6084,6084,9837 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9838,9838,False,3,3889,6,0,9883,3889,5994,5994,9838 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9839,9839,False,3,3899,6,1,9983,3899,6084,6084,9839 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9840,9840,False,4,0489,9,4,9840,489,9351,9351,9840 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9841,9841,False,4,1489,8,4,9841,1489,8352,8352,9841 -> 8352 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9842,9842,False,4,2489,7,4,9842,2489,7353,7353,9842 -> 7353 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9843,9843,False,4,3489,6,4,9843,3489,6354,6354,9843 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9844,9844,False,3,4489,5,4,9844,4489,5355,5355,9844 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9845,9845,False,4,4589,5,3,9854,4589,5265,5265,9845 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9846,9846,False,4,4689,5,2,9864,4689,5175,5175,9846 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9847,9847,False,4,4789,5,1,9874,4789,5085,5085,9847 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9848,9848,False,3,4889,5,0,9884,4889,4995,4995,9848 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9849,9849,False,3,4899,5,1,9984,4899,5085,5085,9849 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9850,9850,False,4,0589,9,3,9850,589,9261,9261,9850 -> 9261 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9851,9851,False,4,1589,8,3,9851,1589,8262,8262,9851 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9852,9852,False,4,2589,7,3,9852,2589,7263,7263,9852 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9853,9853,False,4,3589,6,3,9853,3589,6264,6264,9853 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9854,9854,False,4,4589,5,3,9854,4589,5265,5265,9854 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9855,9855,False,3,5589,4,3,9855,5589,4266,4266,9855 -> 4266 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9856,9856,False,4,5689,4,2,9865,5689,4176,4176,9856 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9857,9857,False,4,5789,4,1,9875,5789,4086,4086,9857 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9858,9858,False,3,5889,4,0,9885,5889,3996,3996,9858 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9859,9859,False,3,5899,4,1,9985,5899,4086,4086,9859 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9860,9860,False,4,0689,9,2,9860,689,9171,9171,9860 -> 9171 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9861,9861,False,4,1689,8,2,9861,1689,8172,8172,9861 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9862,9862,False,4,2689,7,2,9862,2689,7173,7173,9862 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9863,9863,False,4,3689,6,2,9863,3689,6174,6174,9863 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
9864,9864,False,4,4689,5,2,9864,4689,5175,5175,9864 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9865,9865,False,4,5689,4,2,9865,5689,4176,4176,9865 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
9866,9866,False,3,6689,3,2,9866,6689,3177,3177,9866 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
9867,9867,False,4,6789,3,1,9876,6789,3087,3087,9867 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9868,9868,False,3,6889,3,0,9886,6889,2997,2997,9868 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
9869,9869,False,3,6899,3,1,9986,6899,3087,3087,9869 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9870,9870,False,4,0789,9,1,9870,789,9081,9081,9870 -> 9081 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9871,9871,False,4,1789,8,1,9871,1789,8082,8082,9871 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9872,9872,False,4,2789,7,1,9872,2789,7083,7083,9872 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9873,9873,False,4,3789,6,1,9873,3789,6084,6084,9873 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9874,9874,False,4,4789,5,1,9874,4789,5085,5085,9874 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9875,9875,False,4,5789,4,1,9875,5789,4086,4086,9875 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
9876,9876,False,4,6789,3,1,9876,6789,3087,3087,9876 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9877,9877,False,3,7789,2,1,9877,7789,2088,2088,9877 -> 2088 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9878,9878,False,3,7889,2,0,9887,7889,1998,1998,9878 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
9879,9879,False,3,7899,2,1,9987,7899,2088,2088,9879 -> 2088 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
9880,9880,False,3,0889,9,0,9880,889,8991,8991,9880 -> 8991 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
