start,start_state,is_repdigit,distinct_digits,digit_multiset,x,y,descending,ascending,first_result,first_result_state,trajectory,final_attractor,final_attractor_state,iterations_to_attractor,distance_to_6174,distance_to_0000,reaches_6174,reaches_0000,other_cycle_detected,cycle_length,cycle
3559,3559,False,3,3559,6,0,9553,3559,5994,5994,3559 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3560,3560,False,4,0356,6,2,6530,356,6174,6174,3560 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3561,3561,False,4,1356,5,2,6531,1356,5175,5175,3561 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3562,3562,False,4,2356,4,2,6532,2356,4176,4176,3562 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3563,3563,False,3,3356,3,2,6533,3356,3177,3177,3563 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3564,3564,False,4,3456,3,1,6543,3456,3087,3087,3564 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3565,3565,False,3,3556,3,0,6553,3556,2997,2997,3565 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3566,3566,False,3,3566,3,1,6653,3566,3087,3087,3566 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3567,3567,False,4,3567,4,1,7653,3567,4086,4086,3567 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3568,3568,False,4,3568,5,1,8653,3568,5085,5085,3568 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3569,3569,False,4,3569,6,1,9653,3569,6084,6084,3569 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3570,3570,False,4,0357,7,2,7530,357,7173,7173,3570 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3571,3571,False,4,1357,6,2,7531,1357,6174,6174,3571 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3572,3572,False,4,2357,5,2,7532,2357,5175,5175,3572 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3573,3573,False,3,3357,4,2,7533,3357,4176,4176,3573 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3574,3574,False,4,3457,4,1,7543,3457,4086,4086,3574 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3575,3575,False,3,3557,4,0,7553,3557,3996,3996,3575 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3576,3576,False,4,3567,4,1,7653,3567,4086,4086,3576 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3577,3577,False,3,3577,4,2,7753,3577,4176,4176,3577 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3578,3578,False,4,3578,5,2,8753,3578,5175,5175,3578 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3579,3579,False,4,3579,6,2,9753,3579,6174,6174,3579 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3580,3580,False,4,0358,8,2,8530,358,8172,8172,3580 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3581,3581,False,4,1358,7,2,8531,1358,7173,7173,3581 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3582,3582,False,4,2358,6,2,8532,2358,6174,6174,3582 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3583,3583,False,3,3358,5,2,8533,3358,5175,5175,3583 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3584,3584,False,4,3458,5,1,8543,3458,5085,5085,3584 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3585,3585,False,3,3558,5,0,8553,3558,4995,4995,3585 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3586,3586,False,4,3568,5,1,8653,3568,5085,5085,3586 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3587,3587,False,4,3578,5,2,8753,3578,5175,5175,3587 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3588,3588,False,3,3588,5,3,8853,3588,5265,5265,3588 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3589,3589,False,4,3589,6,3,9853,3589,6264,6264,3589 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3590,3590,False,4,0359,9,2,9530,359,9171,9171,3590 -> 9171 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3591,3591,False,4,1359,8,2,9531,1359,8172,8172,3591 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3592,3592,False,4,2359,7,2,9532,2359,7173,7173,3592 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3593,3593,False,3,3359,6,2,9533,3359,6174,6174,3593 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3594,3594,False,4,3459,6,1,9543,3459,6084,6084,3594 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3595,3595,False,3,3559,6,0,9553,3559,5994,5994,3595 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3596,3596,False,4,3569,6,1,9653,3569,6084,6084,3596 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3597,3597,False,4,3579,6,2,9753,3579,6174,6174,3597 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3598,3598,False,4,3589,6,3,9853,3589,6264,6264,3598 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3599,3599,False,3,3599,6,4,9953,3599,6354,6354,3599 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3600,3600,False,3,0036,6,3,6300,36,6264,6264,3600 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3601,3601,False,4,0136,6,2,6310,136,6174,6174,3601 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3602,3602,False,4,0236,6,1,6320,236,6084,6084,3602 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3603,3603,False,3,0336,6,0,6330,336,5994,5994,3603 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3604,3604,False,4,0346,6,1,6430,346,6084,6084,3604 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3605,3605,False,4,0356,6,2,6530,356,6174,6174,3605 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3606,3606,False,3,0366,6,3,6630,366,6264,6264,3606 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3607,3607,False,4,0367,7,3,7630,367,7263,7263,3607 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3608,3608,False,4,0368,8,3,8630,368,8262,8262,3608 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3609,3609,False,4,0369,9,3,9630,369,9261,9261,3609 -> 9261 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3610,3610,False,4,0136,6,2,6310,136,6174,6174,3610 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3611,3611,False,3,1136,5,2,6311,1136,5175,5175,3611 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3612,3612,False,4,1236,5,1,6321,1236,5085,5085,3612 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3613,3613,False,3,1336,5,0,6331,1336,4995,4995,3613 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3614,3614,False,4,1346,5,1,6431,1346,5085,5085,3614 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3615,3615,False,4,1356,5,2,6531,1356,5175,5175,3615 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3616,3616,False,3,1366,5,3,6631,1366,5265,5265,3616 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3617,3617,False,4,1367,6,3,7631,1367,6264,6264,3617 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3618,3618,False,4,1368,7,3,8631,1368,7263,7263,3618 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3619,3619,False,4,1369,8,3,9631,1369,8262,8262,3619 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3620,3620,False,4,0236,6,1,6320,236,6084,6084,3620 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3621,3621,False,4,1236,5,1,6321,1236,5085,5085,3621 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3622,3622,False,3,2236,4,1,6322,2236,4086,4086,3622 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3623,3623,False,3,2336,4,0,6332,2336,3996,3996,3623 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3624,3624,False,4,2346,4,1,6432,2346,4086,4086,3624 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3625,3625,False,4,2356,4,2,6532,2356,4176,4176,3625 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3626,3626,False,3,2366,4,3,6632,2366,4266,4266,3626 -> 4266 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3627,3627,False,4,2367,5,3,7632,2367,5265,5265,3627 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3628,3628,False,4,2368,6,3,8632,2368,6264,6264,3628 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3629,3629,False,4,2369,7,3,9632,2369,7263,7263,3629 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3630,3630,False,3,0336,6,0,6330,336,5994,5994,3630 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3631,3631,False,3,1336,5,0,6331,1336,4995,4995,3631 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3632,3632,False,3,2336,4,0,6332,2336,3996,3996,3632 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3633,3633,False,2,3336,3,0,6333,3336,2997,2997,3633 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3634,3634,False,3,3346,3,1,6433,3346,3087,3087,3634 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3635,3635,False,3,3356,3,2,6533,3356,3177,3177,3635 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3636,3636,False,2,3366,3,3,6633,3366,3267,3267,3636 -> 3267 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3637,3637,False,3,3367,4,3,7633,3367,4266,4266,3637 -> 4266 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3638,3638,False,3,3368,5,3,8633,3368,5265,5265,3638 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3639,3639,False,3,3369,6,3,9633,3369,6264,6264,3639 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3640,3640,False,4,0346,6,1,6430,346,6084,6084,3640 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3641,3641,False,4,1346,5,1,6431,1346,5085,5085,3641 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3642,3642,False,4,2346,4,1,6432,2346,4086,4086,3642 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3643,3643,False,3,3346,3,1,6433,3346,3087,3087,3643 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3644,3644,False,3,3446,3,0,6443,3446,2997,2997,3644 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3645,3645,False,4,3456,3,1,6543,3456,3087,3087,3645 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3646,3646,False,3,3466,3,2,6643,3466,3177,3177,3646 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3647,3647,False,4,3467,4,2,7643,3467,4176,4176,3647 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3648,3648,False,4,3468,5,2,8643,3468,5175,5175,3648 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3649,3649,False,4,3469,6,2,9643,3469,6174,6174,3649 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3650,3650,False,4,0356,6,2,6530,356,6174,6174,3650 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3651,3651,False,4,1356,5,2,6531,1356,5175,5175,3651 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3652,3652,False,4,2356,4,2,6532,2356,4176,4176,3652 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3653,3653,False,3,3356,3,2,6533,3356,3177,3177,3653 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3654,3654,False,4,3456,3,1,6543,3456,3087,3087,3654 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3655,3655,False,3,3556,3,0,6553,3556,2997,2997,3655 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3656,3656,False,3,3566,3,1,6653,3566,3087,3087,3656 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3657,3657,False,4,3567,4,1,7653,3567,4086,4086,3657 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3658,3658,False,4,3568,5,1,8653,3568,5085,5085,3658 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3659,3659,False,4,3569,6,1,9653,3569,6084,6084,3659 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3660,3660,False,3,0366,6,3,6630,366,6264,6264,3660 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3661,3661,False,3,1366,5,3,6631,1366,5265,5265,3661 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3662,3662,False,3,2366,4,3,6632,2366,4266,4266,3662 -> 4266 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3663,3663,False,2,3366,3,3,6633,3366,3267,3267,3663 -> 3267 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3664,3664,False,3,3466,3,2,6643,3466,3177,3177,3664 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3665,3665,False,3,3566,3,1,6653,3566,3087,3087,3665 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3666,3666,False,2,3666,3,0,6663,3666,2997,2997,3666 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3667,3667,False,3,3667,4,0,7663,3667,3996,3996,3667 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3668,3668,False,3,3668,5,0,8663,3668,4995,4995,3668 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3669,3669,False,3,3669,6,0,9663,3669,5994,5994,3669 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3670,3670,False,4,0367,7,3,7630,367,7263,7263,3670 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3671,3671,False,4,1367,6,3,7631,1367,6264,6264,3671 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3672,3672,False,4,2367,5,3,7632,2367,5265,5265,3672 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3673,3673,False,3,3367,4,3,7633,3367,4266,4266,3673 -> 4266 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3674,3674,False,4,3467,4,2,7643,3467,4176,4176,3674 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
3675,3675,False,4,3567,4,1,7653,3567,4086,4086,3675 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3676,3676,False,3,3667,4,0,7663,3667,3996,3996,3676 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3677,3677,False,3,3677,4,1,7763,3677,4086,4086,3677 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3678,3678,False,4,3678,5,1,8763,3678,5085,5085,3678 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3679,3679,False,4,3679,6,1,9763,3679,6084,6084,3679 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3680,3680,False,4,0368,8,3,8630,368,8262,8262,3680 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3681,3681,False,4,1368,7,3,8631,1368,7263,7263,3681 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3682,3682,False,4,2368,6,3,8632,2368,6264,6264,3682 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3683,3683,False,3,3368,5,3,8633,3368,5265,5265,3683 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3684,3684,False,4,3468,5,2,8643,3468,5175,5175,3684 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3685,3685,False,4,3568,5,1,8653,3568,5085,5085,3685 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3686,3686,False,3,3668,5,0,8663,3668,4995,4995,3686 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3687,3687,False,4,3678,5,1,8763,3678,5085,5085,3687 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3688,3688,False,3,3688,5,2,8863,3688,5175,5175,3688 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3689,3689,False,4,3689,6,2,9863,3689,6174,6174,3689 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3690,3690,False,4,0369,9,3,9630,369,9261,9261,3690 -> 9261 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3691,3691,False,4,1369,8,3,9631,1369,8262,8262,3691 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3692,3692,False,4,2369,7,3,9632,2369,7263,7263,3692 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3693,3693,False,3,3369,6,3,9633,3369,6264,6264,3693 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3694,3694,False,4,3469,6,2,9643,3469,6174,6174,3694 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3695,3695,False,4,3569,6,1,9653,3569,6084,6084,3695 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3696,3696,False,3,3669,6,0,9663,3669,5994,5994,3696 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3697,3697,False,4,3679,6,1,9763,3679,6084,6084,3697 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
3698,3698,False,4,3689,6,2,9863,3689,6174,6174,3698 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
3699,3699,False,3,3699,6,3,9963,3699,6264,6264,3699 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3700,3700,False,3,0037,7,3,7300,37,7263,7263,3700 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
3701,3701,False,4,0137,7,2,7310,137,7173,7173,3701 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
3702,3702,False,4,0237,7,1,7320,237,7083,7083,3702 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
3703,3703,False,3,0337,7,0,7330,337,6993,6993,3703 -> 6993 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
3704,3704,False,4,0347,7,1,7430,347,7083,7083,3704 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
